Pl,horse_name,bar,Track,Gear,Rtg,jockey,trainer,Owner,Last 800m,Last 400m,Final,Second,total second to finish
10,MOONGATE,8,1200,,,C GRYLLS,J PETERS,GOLD STAR STABLE,9,10,10,7.9,72
3,MOONGATE,8,1400,,,O PLACAIS,J PETERS,GOLD STAR STABLE,3,3,3,0.6,83
2,MOONGATE,5,1400,,,V DURIC,J PETERS,GOLD STAR STABLE,3,3,2,0.5,83
4,MOONGATE,11,1400,,56,V DURIC,J PETERS,GOLD STAR STABLE,5,5,4,3.1,84
1,MOONGATE,4,1400,WK,55,J POWELL,J PETERS,GOLD STAR STABLE,1,1,1,0,84
11,MOONGATE,10,1200,,59 (+4),APP M NIZAR,J PETERS,GOLD STAR STABLE,9,10,11,4.1,71
11,MOONGATE,11,1400,,59 (+4),APP M NIZAR,J PETERS,GOLD STAR STABLE,4,8,11,9.1,86
10,MOONGATE,12,1600,,58 (-1),APP M NIZAR,J PETERS,GOLD STAR STABLE,5,7,10,6.7,101
13,MOONGATE,10,1400,BB,56 (-2),CC WONG,J PETERS,GOLD STAR STABLE,12,14,13,11.2,83
2,MOONGATE FIVE,1,1100,TT,60,M LERNER,J TAN,GOLD HILL STABLE,6,5,2,1.3,65
1,MOONGATE FIVE,1,1200,TT,61 (+1),M LERNER,J TAN,GOLD HILL STABLE,2,1,1,0,72
4,MOONGATE FIVE,5,1200,TT,66 (+5),J POWELL,J TAN,GOLD HILL STABLE,1,3,4,3.4,72
3,MOONGATE FIVE,6,1200,TT,66 (+5),M LERNER,J TAN,GOLD HILL STABLE,9,10,3,3.6,73
7,MOONGATE FIVE,7,1200,TT,66 (+5),M LERNER,J TAN,GOLD HILL STABLE,5,6,7,3.4,73
9,MOONGATE FIVE,7,1400,TT,65 (-1),M LERNER,J TAN,GOLD HILL STABLE,12,10,9,6,83
9,MOONGATE FIVE,8,1200,TT,63 (-2),R WOODWORTH,D MEAGHER,GOLD HILL STABLE,6,9,9,3.5,72
6,MOONGATE FIVE,12,1000,TT,61 (-2),R WOODWORTH,D MEAGHER,GOLD HILL STABLE,6,7,6,1.9,119
3,MOONGATE FIVE,7,1000,TT,60 (-1),R WOODWORTH,D MEAGHER,GOLD HILL STABLE,9,10,3,4.8,119
7,MOONGATE FIVE,9,1100,TT,60 (-1),S JOHN,D MEAGHER,GOLD HILL STABLE,8,8,7,6,66
5,MOONGATE FIVE,3,1100,TT,58 (-2),R WOODWORTH,D MEAGHER,GOLD HILL STABLE,4,6,5,3.1,65
7,MOONGATE FIVE,11,1200,TT,56 (-2),I SAIFUDIN,D MEAGHER,GOLD HILL STABLE,8,10,7,3.9,72
5,MOONGATE FIVE,11,1200,TT,54 (-2),D BEASLEY,J LIM,GOLD HILL STABLE,8,9,5,5,73
11,MOONGATE FIVE,3,1400,TT,52 (-2),J SEE,J LIM,GOLD HILL STABLE,12,12,11,8.6,84
13,MOONGATE FIVE,6,1200,TT,50 (-2),J SEE,J LIM,GOLD HILL STABLE,13,12,13,9.4,71
9,MOONGATE FIVE,9,1200,TT,48 (-2),J SEE,J LIM,GOLD HILL STABLE,11,12,9,7.9,72
11,MOONGATE FIVE,11,1400,TT,46 (-2),J SEE,J LIM,GOLD HILL STABLE,7,11,11,10.2,86
10,MOONGATE FIVE,7,1200,"BB, TT",44 (-2),J SEE,J LIM,GOLD HILL STABLE,8,8,10,6.6,60
8,MOONGATE FIVE,1,1200,"B, TT",42 (-2),APP PH SEOW,J LIM,GOLD HILL STABLE,4,9,8,13,125
12,MOONGATE GOLD,6,1200,,,APP I AMIRUL,C BROWN,GOLD STAR STABLE,11,11,12,11.4,72
9,MOONGATE GOLD,11,1400,,,APP I AMIRUL,C BROWN,GOLD STAR STABLE,11,10,9,9.5,85
12,MOONGATE GOLD,11,1600,,,APP I AMIRUL,C BROWN,GOLD STAR STABLE,12,12,12,10,98
9,MOONGATE GOLD,9,1600,BB,46,B VORSTER,C BROWN,GOLD STAR STABLE,11,11,9,10,103
9,MOONGATE GOLD,12,1200,,44,M RODD,C BROWN,GOLD STAR STABLE,11,12,9,8.3,74
12,MOONGATE GOLD,4,1200,,44 (-2),JP VAN DERMERWE,C BROWN,GOLD STAR STABLE,8,13,12,6,72
1,MOONGATE LIGHT,6,1000,,60,CS CHIN,D MEAGHER,GOLD HILL STABLE,12,12,1,0,60
8,MOONGATE LIGHT,13,1200,,67,R WOODWORTH,D MEAGHER,GOLD HILL STABLE,13,12,8,4.7,70
1,MOONGATE LIGHT,2,1100,,67,APP S SHAFRIZAL,D MEAGHER,GOLD HILL STABLE,7,6,1,0,65
3,MOONGATE LIGHT,2,1200,,75,R WOODWORTH,D MEAGHER,GOLD HILL STABLE,5,5,3,1.6,70
4,MOONGATE LIGHT,2,1600,,75 (+8),APP S SHAFRIZAL,D MEAGHER,GOLD HILL STABLE,7,8,4,4.3,99
3,MOONGATE LIGHT,8,1200,BB,74 (-1),R WOODWORTH,D MEAGHER,GOLD HILL STABLE,4,2,3,0.8,71
1,MOONGATE LIGHT,1,1000,B,75 (+1),R WOODWORTH,D MEAGHER,GOLD HILL STABLE,7,5,1,0,119
4,MOONGATE LIGHT,1,1200,B,80 (+5),APP I AMIRUL,D MEAGHER,GOLD HILL STABLE,7,6,4,1.4,70
2,MOONGATE LIGHT,6,1200,B,80 (+5),CS CHIN,D MEAGHER,GOLD HILL STABLE,6,6,2,1,69
13,MOONGATE LIGHT,2,1400,B,81 (+1),APP S SHAFRIZAL,D MEAGHER,GOLD HILL STABLE,9,9,13,6.3,82
4,MOONGATE LIGHT,6,1100,B,80 (-1),B THOMPSON,D MEAGHER,GOLD HILL STABLE,10,10,4,4.1,65
4,MOONGATE LIGHT,8,1100,B,79 (-1),R WOODWORTH,D MEAGHER,GOLD HILL STABLE,2,2,4,3.8,65
2,MOONGATE LIGHT,4,1100,B,76 (-2),APP F YUSOFF,D MEAGHER,GOLD HILL STABLE,1,2,2,0.1,65
5,MOONGATE LIGHT,1,1200,B,78 (+2),R WOODWORTH,D MEAGHER,GOLD HILL STABLE,4,4,5,3.4,72
11,MOONGATE LIGHT,3,1100,B,77 (-1),CS CHIN,D MEAGHER,GOLD HILL STABLE,9,9,11,6.8,66
4,MOONGATE LIGHT,8,1200,B,75 (-2),S JOHN,D MEAGHER,GOLD HILL STABLE,3,3,4,3.8,70
10,MOONGATE LIGHT,3,1400,B,74 (-1),APP R ISKANDAR,D MEAGHER,GOLD HILL STABLE,8,6,10,6.6,84
11,MOONGATE LIGHT,10,1200,,74,S JOHN,KY YOUNG,GOLD HILL STABLE,12,12,11,9.6,73
11,MOONGATE LIGHT,1,1400,,72 (-2),S JOHN,KY YOUNG,GOLD HILL STABLE,11,12,11,8.7,84
1,MOONGATE STAR,9,1000,BP,,S NOH,D KOH,GOLD HILL STABLE,8,5,1,0,119
4,MOONGATE STAR,6,1200,BP,56,JP VAN DERMERWE,D KOH,GOLD HILL STABLE,3,3,4,3.2,73
3,MOONGATE STAR,3,1100,BP,56,R WOODWORTH,D KOH,GOLD HILL STABLE,6,4,3,2.8,66
3,MOONGATE STAR,5,1100,BP,56,M LERNER,D KOH,GOLD HILL STABLE,8,7,3,1.8,66
2,MOONGATE STAR,11,1100,BP,56,L BEUZELIN,D KOH,GOLD HILL STABLE,10,11,2,0.5,66
2,MOONGATE STAR,2,1200,BP,58 (+2),L BEUZELIN,D KOH,GOLD HILL STABLE,4,3,2,0.1,72
1,MOONGATE STAR,10,1000,BP,59 (+1),L BEUZELIN,D KOH,GOLD HILL STABLE,5,4,1,0,60
1,MOONGATE STAR,2,1000,BP,65 (+6),APP K HAKIM,D KOH,GOLD HILL STABLE,7,3,1,0,119
9,MOONGATE STAR,12,1000,BP,70 (+5),S JOHN,D KOH,GOLD HILL STABLE,10,11,9,4.8,119
3,MOONGATE STAR,10,1200,BP,70 (+5),APP K HAKIM,D KOH,GOLD HILL STABLE,3,4,3,2.1,70
7,MOONGATE STAR,5,1200,BP,70 (+5),APP K HAKIM,D KOH,GOLD HILL STABLE,5,4,7,4.5,71
9,MOONGATE STAR,9,1200,BP,68 (-2),I SAIFUDIN,D KOH,GOLD HILL STABLE,7,8,6,3.9,73
3,MOONGATE STAR,5,1000,BP,67 (-1),APP R ISKANDAR,D KOH,GOLD HILL STABLE,9,5,7,6.3,66
1,MOONGATE STAR,5,1100,BP,67 (-1),I SAIFUDIN,D KOH,GOLD HILL STABLE,5,5,3,1.8,82
2,MOONGATE STAR,4,1200,BP,73 (+6),I SAIFUDIN,D KOH,GOLD HILL STABLE,5,3,2,0.8,122
2,MOONGATE STAR,7,1200,BP,73 (+6),O CHAVEZ,D KOH,GOLD HILL STABLE,7,4,2,0.1,72
4,MOONGATE STAR,6,1200,BP,73 (+6),O CHAVEZ,D KOH,GOLD HILL STABLE,3,3,10,7,68
12,MOONGATE STAR,5,1200,BP,73 (+6),O CHAVEZ,D KOH,GOLD HILL STABLE,6,6,2,0.1,71
11,MOONGATE STAR,6,1200,BP,71 (-2),R WOODWORTH,D KOH,GOLD HILL STABLE,7,8,3,1.3,83
12,MOONRAKER,5,1200,"TT, EM",52,APP CC WONG,D HILL,FULL MOON STABLE,4,5,12,16.4,73
11,MOONRAKER,4,1000,"BB, TT",57,A MUNRO,D HILL,FULL MOON STABLE,10,10,11,12.1,62
4,MOONRAKER,9,1200,"B, TT",56,B VORSTER,D HILL,FULL MOON STABLE,4,4,4,4.9,71
7,MOONRAKER,1,1100,"B, TT",55,APP R CLARK,J LIM,FULL MOON STABLE,3,3,7,2.2,66
6,MOONRAKER,7,1200,"B, TT",55,APP J SEE,J LIM,FULL MOON STABLE,1,1,6,3.7,71
10,MOONRAKER,2,1200,TT,53 (-2),D MOOR,J LIM,FULL MOON STABLE,5,6,10,10.6,73
9,MOONRAKER,2,1100,TT,51 (-2),M ZAKI,J LIM,FULL MOON STABLE,6,7,9,11.7,67
12,MOONRAKER,10,1000,TT,49 (-2),APP ZX TAN,J LIM,FULL MOON STABLE,5,11,12,7.3,61
9,MOONRAKER,5,1200,B,48 (-1),APP ZX TAN,J LIM,FULL MOON STABLE,3,3,9,4.8,73
11,MOONRAKER,8,1200,,46 (-2),APP ZX TAN,J LIM,FULL MOON STABLE,5,8,11,12.9,72
1,MORALES,7,1200,"B, TT",43,K A'ISISUHAIRI,S BURRIDGE,NORTHERN STAR STABLE,9,8,1,0,71
7,MORALES,8,1200,"B, TT",48,M RODD,S BURRIDGE,NORTHERN STAR STABLE,12,11,7,3.8,71
5,MORALES,10,1400,"B, TT",48,A MUNRO,S BURRIDGE,NORTHERN STAR STABLE,11,13,5,2.1,84
12,MORALES,11,1200,"BP, TT",48,K A'ISISUHAIRI,S BURRIDGE,NORTHERN STAR STABLE,12,12,12,17.9,75
11,MORALES,4,1400,"BP, TT",46,K A'ISISUHAIRI,S BURRIDGE,NORTHERN STAR STABLE,9,10,11,8.5,84
5,MORALES,8,1200,"BP, TT",44,K A'ISISUHAIRI,S BURRIDGE,NORTHERN STAR STABLE,10,11,5,6.4,72
4,MORALES,8,1200,"BP, TT",43,V DURIC,S BURRIDGE,NORTHERN STAR STABLE,12,10,4,2.5,74
10,MORALES,10,1400,"B, TT",42,D MOOR,S BURRIDGE,NORTHERN STAR STABLE,11,9,10,4.9,85
1,MORALES,7,1400,"B, TT",40,K A'ISISUHAIRI,S BURRIDGE,NORTHERN STAR STABLE,,,"1",0,83
6,MORALES,3,1400,"B, TT",47,K A'ISISUHAIRI,S BURRIDGE,NORTHERN STAR STABLE,4,4,6,4,85
6,MORALES,10,1400,"B, TT",47,K A'ISISUHAIRI,S BURRIDGE,NORTHERN STAR STABLE,9,9,6,4.1,84
6,MORALES,8,1400,"B, TT",51,K A'ISISUHAIRI,S BURRIDGE,NORTHERN STAR STABLE,8,8,6,4.1,83
2,MORALES,9,1400,"B, TT",50,K A'ISISUHAIRI,S BURRIDGE,NORTHERN STAR STABLE,6,4,2,0.5,83
10,MORALES,10,1400,"B, TT",52,K A'ISISUHAIRI,S BURRIDGE,NORTHERN STAR STABLE,9,9,10,5.3,84
9,MORALES,9,1600,"B, TT",52,K A'ISISUHAIRI,S BURRIDGE,NORTHERN STAR STABLE,9,9,9,8.5,97
9,MORALES,8,1600,"B, TT",50,K A'ISISUHAIRI,S BURRIDGE,NORTHERN STAR STABLE,14,13,9,11.8,100
14,MORALES,2,1600,"B, TT",48,K A'ISISUHAIRI,S BURRIDGE,NORTHERN STAR STABLE,14,14,14,14.2,97
8,MORALES,2,1600,"B, TT",46,A MUNRO,S BURRIDGE,NORTHERN STAR STABLE,8,8,8,17.5,98
13,MORALES,5,1400,"B, TT",44,K A'ISISUHAIRI,S BURRIDGE,NORTHERN STAR STABLE,14,14,13,10.1,85
3,MORALES,11,1400,"B, TT",43,M RODD,S BURRIDGE,NORTHERN STAR STABLE,9,8,3,0.2,84
7,MORALES,2,1200,"B, TT",43,M RODD,S BURRIDGE,NORTHERN STAR STABLE,7,7,7,5.1,73
11,MORE THAN OIL,10,1100,BB,,B THOMPSON,ZL MOK,BAJ STABLE,1,5,11,26,69
8,MORE THAN OIL,9,1200,B,,APP S SHAFRIZAL,ZL MOK,BAJ STABLE,3,3,8,7.1,72
12,MORE THAN OIL,8,1200,B,,APP S SHAFRIZAL,ZL MOK,BAJ STABLE,6,5,12,14.1,73
7,MORE THAN OIL,3,1200,B,46,CC WONG,ZL MOK,BAJ STABLE,4,4,7,14.3,75
11,MORE THAN OIL,1,1200,,43 (-3),S JOHN,ZL MOK,BAJ STABLE,1,1,11,19.2,75
7,MORE THAN OIL,12,1100,,41 (-2),M EWE,KY YOUNG,BAJ STABLE,8,6,7,9.6,66
6,MORE THAN OIL,5,1200,,39 (-2),M EWE,KY YOUNG,BAJ STABLE,3,4,6,7,72
3,MORE THAN OIL,5,1000,B,37 (-2),M EWE,KY YOUNG,BAJ STABLE,3,2,3,5,60
3,MORE THAN OIL,12,1100,,37 (-2),M EWE,KY YOUNG,BAJ STABLE,1,2,3,1.3,66
9,MORE THAN OIL,8,1200,,39 (+2),R WOODWORTH,KY YOUNG,BAJ STABLE,1,1,9,9.9,73
3,MORE THAN OIL,3,1200,,37 (-2),R WOODWORTH,KY YOUNG,BAJ STABLE,4,3,3,5.1,72
7,MORE THAN OIL,2,1200,,39 (+2),R WOODWORTH,KY YOUNG,BAJ STABLE,2,2,7,4.8,73
3,MORE THAN OIL,8,1100,,37 (-2),J SEE,KY YOUNG,BAJ STABLE,1,1,3,3.8,66
3,MORITZ ECLIPSE,4,1200,,57,K A'ISISUHAIRI,S BURRIDGE,ECLIPSE STABLE,6,3,3,1.5,71
1,MORITZ ECLIPSE,4,1200,,57,K A'ISISUHAIRI,S BURRIDGE,ECLIPSE STABLE,7,6,1,0,127
1,MORITZ ECLIPSE,4,1200,,57,K A'ISISUHAIRI,S BURRIDGE,ECLIPSE STABLE,7,6,1,0,127
8,MORITZ ECLIPSE,5,1400,,62,K A'ISISUHAIRI,S BURRIDGE,ECLIPSE STABLE,9,9,8,5,83
8,MORITZ ECLIPSE,2,1200,P,62,K A'ISISUHAIRI,S BURRIDGE,ECLIPSE STABLE,7,8,8,7.3,72
5,MORITZ ECLIPSE,9,1200,,61,APP WS CHAN,S BURRIDGE,ECLIPSE STABLE,8,7,5,1.3,71
6,MORITZ ECLIPSE,5,1400,,61,K A'ISISUHAIRI,S BURRIDGE,ECLIPSE STABLE,2,2,6,4.6,83
98,MORITZ ECLIPSE,10,1200,,59,APP Y SALIM,S BURRIDGE,ECLIPSE STABLE,98,98,98,0,
2,MORITZ ECLIPSE,1,1200,,59,M RODD,S BURRIDGE,ECLIPSE STABLE,7,6,2,1,72
5,MORITZ ECLIPSE,8,1200,,61,K A'ISISUHAIRI,S BURRIDGE,ECLIPSE STABLE,7,8,5,3.1,71
2,MORITZ ECLIPSE,4,1200,,60,K A'ISISUHAIRI,S BURRIDGE,ECLIPSE STABLE,7,7,2,0.3,70
2,MORITZ ECLIPSE,5,1200,B,61,K A'ISISUHAIRI,S BURRIDGE,ECLIPSE STABLE,5,5,2,0.3,71
11,MORITZ ECLIPSE,1,1200,B,63,K A'ISISUHAIRI,S BURRIDGE,ECLIPSE STABLE,5,7,11,12,72
8,MORITZ ECLIPSE,4,1200,B,67,K A'ISISUHAIRI,S BURRIDGE,ECLIPSE STABLE,8,5,8,2.9,70
9,MORITZ ECLIPSE,2,1200,B,67,C GRYLLS,S BURRIDGE,ECLIPSE STABLE,6,8,9,9.5,71
8,MORITZ ECLIPSE,11,1200,B,67,C GRYLLS,S BURRIDGE,ECLIPSE STABLE,11,10,8,4.4,71
8,MORITZ ECLIPSE,5,1200,B,65,K A'ISISUHAIRI,S BURRIDGE,ECLIPSE STABLE,7,7,8,6.1,70
1,MORITZ ECLIPSE,2,1200,B,63,K A'ISISUHAIRI,S BURRIDGE,ECLIPSE STABLE,5,4,1,0,70
9,MORITZ ECLIPSE,12,1100,B,70,K A'ISISUHAIRI,S BURRIDGE,ECLIPSE STABLE,3,4,9,6.1,67
2,MORITZ ECLIPSE,9,1200,B,70,M LERNER,S BURRIDGE,ECLIPSE STABLE,7,6,2,1,70
8,MORITZ ECLIPSE,4,1200,B,70,M YENI,S BURRIDGE,ECLIPSE STABLE,7,8,8,5.1,70
9,MORITZ ECLIPSE,12,1400,B,70,K A'ISISUHAIRI,S BURRIDGE,ECLIPSE STABLE,12,12,9,6.6,84
1,MORITZ ECLIPSE,4,1400,B,68,M LERNER,S BURRIDGE,ECLIPSE STABLE,8,7,1,0,83
6,MORITZ ECLIPSE,3,1600,B,74,APP WH KOK,S BURRIDGE,ECLIPSE STABLE,9,8,6,15.7,98
9,MORITZ ECLIPSE,9,1200,B,74,S NOH,S BURRIDGE,ECLIPSE STABLE,11,12,9,6.2,72
5,MORITZ ECLIPSE,10,1400,B,73,S NOH,S BURRIDGE,ECLIPSE STABLE,10,9,5,2.4,83
11,MORITZ ECLIPSE,10,1600,B,72,M KELLADY,S BURRIDGE,ECLIPSE STABLE,8,10,11,10.5,97
98,MORITZ ECLIPSE,8,1400,B,70 (-2),N JUGLALL,S BURRIDGE,ECLIPSE STABLE,8,9,8,0,
12,MORPHEUS,11,1400,,,M POON,DL FREEDMAN,TORPEDO RACING STABLE,6,6,12,11.3,85
11,MORPHEUS,8,1400,BB,,O PLACAIS,DL FREEDMAN,TORPEDO RACING STABLE,2,2,11,13.6,86
10,MORPHEUS,8,1200,B,,N JUGLALL,RB MARSH,TORPEDO RACING STABLE,1,1,10,6.2,71
11,MORPHEUS,11,1400,,46,T SEE,RB MARSH,TORPEDO RACING STABLE,2,2,11,18.7,86
12,MORPHEUS,1,1000,B,44,APP N ZYRUL,RB MARSH,TORPEDO RACING STABLE,4,4,12,16,62
10,MORPHEUS,1,1000,B,44 (-2),APP N ZYRUL,J ONG,TORPEDO RACING STABLE,4,6,10,26.2,64
1,MORTAL ENGINE,2,1200,,55,L BEUZELIN,M CLEMENTS,TIVIC STABLE,3,2,1,0,71
9,MORTAL ENGINE,1,1200,,56 (+1),M NUNES,M CLEMENTS,TIVIC STABLE,4,4,11,15.4,74
1,MORTAL ENGINE,11,1100,,56 (+1),M NUNES,M CLEMENTS,TIVIC STABLE,1,1,7,5.6,84
1,MORTAL ENGINE,1,1100,,62 (+6),M NUNES,M CLEMENTS,TIVIC STABLE,1,1,11,15,102
1,MORTAL ENGINE,5,1100,,67 (+5),APP PH SEOW,M CLEMENTS,TIVIC STABLE,1,1,4,2.6,108
1,MOST FAVORITE,7,1100,,,M KELLADY,S BAERTSCHIGER,AURIC STABLE,3,3,1,0,67
6,MOST FAVORITE,9,1200,,60,M KELLADY,S BAERTSCHIGER,AURIC STABLE,2,2,6,3.2,70
9,MOST FAVORITE,1,1100,BB,60,M KELLADY,S BAERTSCHIGER,AURIC STABLE,5,4,9,7.3,67
5,MOST FAVORITE,2,1200,,59,J POWELL,S BAERTSCHIGER,AURIC STABLE,9,10,5,6.2,74
8,MOST FAVORITE,8,1200,,58,M KELLADY,S BAERTSCHIGER,AURIC STABLE,11,11,8,3.5,71
1,MOST FAVORITE,4,1000,,56,J POWELL,S BAERTSCHIGER,AURIC STABLE,4,4,1,0,60
8,MOST FAVORITE,3,1000,,62,M KELLADY,S BAERTSCHIGER,AURIC STABLE,8,9,8,3.4,119
8,MOST FAVORITE,12,1200,,62,M KELLADY,S BAERTSCHIGER,AURIC STABLE,11,11,8,7,73
8,MOST FAVORITE,6,1000,,61,J POWELL,S BAERTSCHIGER,AURIC STABLE,7,8,8,4.5,60
2,MOTHER NATURE,7,1000,"P, EM",38,S ANANDAN,L KHOO,SHIWANAND S/O THANGAVELU,4,5,2,1.5,119
3,MOTHER NATURE,10,1200,"P, EM",38,S ANANDAN,L KHOO,SHIWANAND S/O THANGAVELU,1,1,3,4.6,73
1,MOTHER NATURE,2,1100,"P, EM",38,A MUNRO,L KHOO,SHIWANAND S/O THANGAVELU,4,2,1,0,66
7,MOUNT,5,1400,TT,,G BOSS,S GRAY,ST GEORGE STABLE,12,12,7,8,84
7,MOUNT,5,1400,TT,,G BOSS,S GRAY,ST GEORGE STABLE,12,12,7,8,84
10,MOUNT,10,1200,TT,45,D DAVID,S GRAY,ST GEORGE STABLE,10,7,10,6.6,72
4,MOUNT,3,1200,,50,G BOSS,S GRAY,ST GEORGE STABLE,10,9,4,4.8,71
8,MOUNT,1,1400,,50,G BOSS,S GRAY,ST GEORGE STABLE,5,4,8,4.6,84
13,MOUNT,1,1400,,49,APP I AMIRUL,S GRAY,ST GEORGE STABLE,9,9,13,15.4,87
3,MOUNT BROMO,9,1100,BB,,R CURATOLO,ZL MOK,MOUNT BROMO STABLE,6,8,3,2,67
11,MOUNT BROMO,6,1200,B,,T SEE,ZL MOK,MOUNT BROMO STABLE,8,10,11,13.3,74
4,MOWGLI,7,1200,,,G BOSS,M CLEMENTS,JUNGLE STABLE,3,5,4,4.6,72
3,MOWGLI,7,1400,,,J AZZOPARDI,M CLEMENTS,JUNGLE STABLE,2,2,3,3.3,84
7,MOWGLI,8,1200,BB,,J AZZOPARDI,M CLEMENTS,JUNGLE STABLE,9,6,7,9.2,74
7,MOWGLI,8,1100,B,47,J AZZOPARDI,M CLEMENTS,JUNGLE STABLE,8,8,7,10.8,66
3,MOWGLI,12,1000,B,47,L BEUZELIN,M CLEMENTS,JUNGLE STABLE,7,6,3,1.1,60
6,MOWGLI,8,1200,B,47,APP S SHAFRIZAL,M CLEMENTS,JUNGLE STABLE,2,1,6,2.9,73
3,MOWGLI,8,1000,B,47 (+2),L BEUZELIN,M CLEMENTS,JUNGLE STABLE,6,3,3,0.5,60
6,MOWGLI,4,1200,B,48 (+1),V DURIC,M CLEMENTS,JUNGLE STABLE,5,6,6,4.5,73
3,MOWGLI,2,1000,B,48 (+1),S SHAFRIZAL,M CLEMENTS,JUNGLE STABLE,4,3,3,5.3,60
9,MOWGLI,4,1200,B,48 (+1),L BEUZELIN,M CLEMENTS,JUNGLE STABLE,3,3,9,4.7,72
3,MR ALEJANDRO,6,1200,BB,,JP VAN DERMERWE,DL FREEDMAN,CAT RACING STABLE,6,6,3,7,74
4,MR ALEJANDRO,7,1400,B,,P MOLONEY,DL FREEDMAN,CAT RACING STABLE,5,6,4,1.3,83
2,MR ALEJANDRO,3,1400,B,,APP I AMIRUL,DL FREEDMAN,CAT RACING STABLE,6,6,2,0.3,84
2,MR ALEJANDRO,5,1400,B,52,APP A SYAHIR,DL FREEDMAN,CAT RACING STABLE,1,1,2,1.5,83
1,MR ALEJANDRO,3,1400,B,52,J POWELL,DL FREEDMAN,CAT RACING STABLE,4,3,1,0,83
8,MR ALEJANDRO,12,1600,B,57 (+5),V DURIC,DL FREEDMAN,CAT RACING STABLE,1,1,8,2.8,97
10,MR ALEJANDRO,3,1600,WK,57 (+5),P MOLONEY,DL FREEDMAN,CAT RACING STABLE,6,8,10,7.4,97
1,MR ALEJANDRO,1,1400,B,56 (-1),L BEUZELIN,DL FREEDMAN,CAT RACING STABLE,4,5,1,0,83
2,MR ALEJANDRO,4,1400,B,61 (+5),APP WH KOK,DL FREEDMAN,CAT RACING STABLE,2,1,2,0.2,83
1,MR ALEJANDRO,4,1400,B,63 (+2),K A'ISISUHAIRI,DL FREEDMAN,CAT RACING STABLE,2,1,1,0,82
5,MR ALFONSO,12,1200,BB,,JP VAN DERMERWE,J PETERS,YONG POH LING,1,1,5,6.4,71
2,MR ALFONSO,4,1000,B,,JP VAN DERMERWE,J PETERS,YONG POH LING,2,2,2,1,119
2,MR ALFONSO,9,1100,B,,APP WH KOK,J PETERS,YONG POH LING,1,1,2,1.3,65
10,MR ALFONSO,10,1000,B,50,V DURIC,J PETERS,YONG POH LING,4,4,10,13,60
2,MR ALFONSO,2,1100,B,49 (-1),APP A SYAHIR,J PETERS,YONG POH LING,1,1,2,3.5,67
5,MR ALFONSO,1,1000,,49 (-1),A COLLETT,J PETERS,YONG POH LING,4,4,5,3.8,119
5,MR ALFONSO,6,1200,WK,48 (-1),APP WH KOK,J PETERS,YONG POH LING,1,1,5,3.8,71
3,MR ALFONSO,11,1000,WK,46 (-2),V DURIC,J PETERS,YONG POH LING,6,3,3,3.8,60
2,MR BACHARACH,4,1400,WK,59,J POWELL,S BAERTSCHIGER,MA RACING & TAN STABLE,7,7,2,1,83
5,MR BACHARACH,7,1600,BB,60,M KELLADY,S BAERTSCHIGER,MA RACING & TAN STABLE,8,8,5,2.7,96
5,MR BACHARACH,1,1800,"B, TT",60 (+1),J POWELL,S BAERTSCHIGER,MA RACING & TAN STABLE,8,5,5,3.6,110
10,MR BACHARACH,3,2000,"B, TT",58 (-2),J POWELL,S BAERTSCHIGER,MA RACING & TAN STABLE,1,1,10,4.2,125
9,MR BACHARACH,2,1200,"B, TT",56 (-2),M KELLADY,S BAERTSCHIGER,MA RACING & TAN STABLE,11,11,9,4,72
3,MR BIG BROTHER,9,1000,"TT, EM",,M EWE,D HILL,SHENGJUN STABLE,8,7,3,5.6,60
3,MR BIG BROTHER,1,1600,"B, TT",,M EWE,D HILL,SHENGJUN STABLE,1,3,3,3,96
4,MR BIG BROTHER,9,1200,"B, TT",,M EWE,D HILL,SHENGJUN STABLE,8,6,4,8.1,73
2,MR BIG BROTHER,9,1400,"B, TT",48,B THOMPSON,J LIM,SHENGJUN STABLE,10,9,2,0.5,83
3,MR BIG BROTHER,9,1400,"B, TT",48,APP J SEE,J LIM,SHENGJUN STABLE,7,5,3,0.7,83
2,MR BIG BROTHER,11,1400,"B, TT",48,APP J SEE,J LIM,SHENGJUN STABLE,5,4,2,0.8,83
2,MR BIG BROTHER,6,1400,"B, TT",51 (+3),APP J SEE,J LIM,SHENGJUN STABLE,4,3,2,1.5,83
2,MR BIG BROTHER,10,1600,"B, TT",51 (+3),B THOMPSON,J LIM,SHENGJUN STABLE,8,4,2,0.5,100
5,MR BIG BROTHER,9,1000,"B, TT",51 (+3),APP M NIZAR,J O'HARA,SHENGJUN STABLE,9,9,5,1.9,60
4,MR BIG BROTHER,3,1100,"B, TT",50 (-1),R MUNGER,J O'HARA,SHENGJUN STABLE,1,1,4,1.3,66
2,MR BIG BROTHER,1,1400,"B, TT",50 (-1),M EWE,J O'HARA,SHENGJUN STABLE,3,2,2,0.3,83
9,MR BIG BROTHER,13,1200,"B, TT",52 (+2),TH KOH,J O'HARA,SHENGJUN STABLE,8,7,9,7.1,71
2,MR BIG BROTHER,8,1200,"B, TT",51 (-1),R MUNGER,J O'HARA,SHENGJUN STABLE,1,1,2,0.1,71
13,MR BIG BROTHER,13,1200,"B, TT",51 (-1),R MUNGER,J O'HARA,SHENGJUN STABLE,6,5,13,16.7,73
